ID,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,health,absences,gender
536,16,3,2,1,3,0,4,2,3,5,13,F
537,15,4,4,1,4,0,4,2,3,3,1,F
538,19,3,1,0,1,0,3,5,3,3,3,F
539,16,1,1,2,2,0,5,4,3,3,1,M
540,17,2,0,1,1,0,4,4,3,7,12,M
541,16,5,6,1,2,0,4,3,3,1,3,F
542,17,3,1,1,3,0,4,3,4,5,16,M
543,17,3,2,0,2,0,3,3,4,3,15,F
544,16,2,2,2,2,0,5,4,3,3,3,M
545,17,4,3,1,1,0,4,4,4,4,3,M
546,16,2,3,1,2,0,5,2,4,3,12,F
547,17,6,3,1,2,0,5,4,4,4,1,M
548,16,5,5,2,1,0,4,3,2,2,3,F
549,17,2,2,1,2,0,4,3,3,4,22,M
550,14,5,5,1,3,0,4,3,2,2,0,F
551,15,7,5,1,1,0,5,3,4,4,1,M
552,15,5,5,1,2,0,5,3,0,3,1,F
553,15,4,4,1,3,0,5,3,3,3,14,F
554,18,4,1,0,1,0,4,5,3,6,3,M
555,16,5,3,1,3,0,4,3,5,5,7,F
556,15,3,2,1,3,0,4,3,3,4,0,F
557,16,3,4,2,2,0,4,3,5,3,1,M
558,15,3,3,2,3,0,4,2,4,4,0,F
559,16,5,3,2,2,0,4,3,4,4,1,F
560,16,4,3,1,3,0,4,3,4,5,2,F
561,18,4,2,1,3,0,5,4,4,6,14,M
562,17,6,4,1,2,0,4,3,4,4,1,F
563,17,4,3,0,3,0,2,3,3,2,10,F
564,16,2,3,2,2,0,5,2,4,5,13,M
565,17,1,2,3,4,0,5,2,6,4,10,F
566,18,3,2,2,2,0,3,4,4,4,2,M
567,16,4,4,1,2,0,3,3,1,2,2,F
568,15,2,2,1,3,0,3,2,2,2,3,F
569,17,2,2,1,2,0,4,4,2,4,4,M
570,17,4,3,2,3,0,4,3,3,2,4,F
571,16,5,3,0,1,0,4,3,0,3,0,F
572,16,1,4,3,3,0,4,4,4,1,5,M
573,18,0,2,2,2,0,4,4,1,1,4,F
574,16,3,3,0,2,0,4,3,2,2,1,F
575,16,5,3,1,2,0,4,3,5,4,4,F
576,18,3,2,0,1,0,3,3,4,2,5,F
577,18,3,2,1,3,0,4,4,6,5,13,M
578,16,3,3,1,2,0,4,4,3,2,9,M
579,18,0,0,3,3,0,5,4,5,2,11,M
580,15,5,5,1,1,0,4,3,3,3,1,M
581,17,3,2,1,3,0,4,2,4,4,15,F
582,15,4,4,2,3,0,5,3,2,4,9,M
583,15,6,4,1,2,0,5,3,3,4,0,F
584,17,5,3,0,1,0,5,5,3,3,0,M
585,17,3,3,2,3,0,4,4,2,3,2,M
586,15,4,4,3,2,0,4,2,3,3,2,F
587,17,2,1,2,2,0,4,4,4,4,0,M
588,16,5,4,1,2,0,5,3,4,3,9,M
589,15,1,2,2,2,0,5,3,3,2,3,M
590,17,2,2,1,3,0,3,3,3,3,3,F
591,16,5,4,1,3,0,4,2,4,2,4,F
592,17,3,3,1,3,0,3,3,4,2,1,M
593,16,5,5,2,2,0,5,4,2,3,3,M
594,18,3,3,0,1,0,4,4,3,4,11,F
595,17,2,1,1,3,0,5,3,5,5,21,M
596,16,4,4,1,2,0,5,2,4,5,9,M
597,17,5,2,1,3,0,3,4,4,4,2,M
598,16,1,2,3,2,0,6,3,3,6,21,M
599,16,7,4,1,2,0,4,4,3,3,3,M
600,15,6,5,0,1,0,5,4,3,2,0,M
601,17,0,2,3,3,0,4,2,4,2,13,F
602,18,3,3,2,3,0,4,3,5,3,4,F
603,16,3,2,1,3,0,4,3,2,3,12,F
604,17,6,4,1,2,0,3,3,4,4,0,F
605,16,3,3,1,2,0,5,3,3,5,4,F
606,18,2,2,1,1,0,3,4,2,2,5,M
607,16,4,3,0,3,0,4,3,5,3,3,F
608,16,4,3,2,2,0,5,4,3,4,3,M
609,17,3,3,1,1,0,4,3,4,4,7,M
610,16,2,2,2,5,0,3,2,3,1,5,F
611,16,4,3,2,2,0,5,3,4,5,1,M
612,17,1,3,3,2,0,5,3,2,4,7,M
613,17,4,3,0,1,0,3,4,4,5,0,M
614,15,4,5,2,3,0,4,2,3,2,2,F
615,15,3,4,3,3,0,5,2,3,3,6,F
616,15,3,3,2,2,0,5,3,4,5,3,M
617,15,5,4,1,2,0,5,2,2,5,7,F
618,15,5,4,1,1,0,4,3,3,5,0,M
619,16,5,4,0,2,0,4,3,3,2,1,F
620,16,1,3,2,3,0,3,2,2,1,6,F
621,16,6,4,1,3,0,4,3,3,3,3,F
622,18,4,2,2,2,0,5,4,6,7,15,M
623,17,4,3,0,1,0,3,4,3,3,1,M
624,16,6,3,1,1,0,5,4,4,5,0,M
625,16,5,3,2,3,0,5,3,4,4,1,F
626,14,4,4,2,2,0,4,3,4,2,0,M
627,18,3,2,0,2,0,3,4,3,3,13,M
628,18,5,4,0,1,0,4,4,3,3,12,M
629,15,5,4,1,2,0,5,3,3,3,4,M
630,17,4,2,1,2,0,5,3,5,6,4,M
631,15,3,4,2,2,0,5,3,3,4,2,M
632,17,4,2,1,3,0,4,4,2,4,7,F
633,15,6,5,0,1,0,3,3,4,1,1,F
634,16,5,4,1,2,0,5,4,5,3,6,M
635,16,2,3,1,3,0,3,3,3,3,5,M
636,15,3,3,1,3,0,4,2,3,4,9,F
637,16,4,3,1,1,0,4,4,3,4,0,F
638,18,5,3,0,2,0,3,4,4,3,3,F
639,16,3,3,2,3,0,4,2,4,3,4,F
640,14,6,5,0,1,0,4,4,3,1,0,M
641,17,3,2,1,3,0,3,3,3,2,9,F
642,16,3,3,1,2,0,4,4,1,2,4,M
643,16,1,2,3,2,1,5,4,3,4,6,M
644,17,3,4,2,3,0,4,2,3,2,4,F
645,16,6,3,2,1,0,5,4,4,7,0,M
646,16,3,2,2,3,0,5,3,5,5,2,M
647,17,6,3,1,1,0,5,4,3,6,11,M
648,16,3,3,1,2,0,4,3,2,4,17,F
649,19,2,1,0,1,0,3,5,3,3,4,F
650,16,4,4,1,2,0,4,3,3,4,7,F
651,16,4,4,3,2,0,5,3,3,4,2,M
652,16,2,3,0,3,0,3,2,3,2,3,F
653,16,4,3,1,2,0,4,3,5,4,0,M
654,17,3,2,1,2,0,4,3,4,5,1,F
655,17,3,2,1,2,0,4,3,3,5,0,F
656,16,2,2,2,2,0,5,3,3,4,1,M
657,17,5,4,0,2,0,4,4,3,3,1,F
658,15,6,5,1,3,0,5,3,3,3,1,F
659,16,3,1,1,2,0,3,3,3,5,3,M
660,17,2,1,2,2,0,5,4,5,3,6,M
661,15,5,5,1,2,0,4,3,3,3,0,M
662,18,3,2,2,2,0,3,3,4,3,6,F
663,16,5,5,3,1,3,3,3,3,3,3,M
664,18,3,3,1,2,0,2,3,5,2,5,F
665,18,3,2,1,2,0,4,3,5,5,7,F
666,16,4,2,0,2,0,4,4,2,4,0,F
667,16,6,4,1,3,0,5,3,4,4,0,M
668,16,5,3,2,2,0,5,4,4,6,0,M
669,16,5,4,1,2,0,4,3,4,3,2,M
670,16,4,4,0,2,0,2,2,1,1,5,F
671,16,5,3,1,2,0,4,4,3,5,0,M
672,14,3,4,2,3,0,4,2,3,3,1,M
673,16,5,4,2,3,0,5,3,4,4,12,M
674,20,3,1,0,2,0,2,4,3,2,20,F
675,15,5,4,2,3,0,5,3,3,4,4,M
676,16,6,5,1,2,0,4,3,3,3,2,M
677,16,2,3,2,3,0,4,3,3,3,3,F
678,18,2,0,1,2,0,2,5,3,3,1,F
679,17,2,3,2,2,0,5,3,2,4,10,F
680,16,2,2,1,3,0,4,2,4,3,1,F
681,15,5,4,0,1,0,3,3,1,2,0,F
682,16,5,5,2,1,0,4,2,3,3,3,F
683,15,4,4,1,2,0,4,3,3,4,0,F
684,16,7,5,0,1,0,4,3,4,2,2,F
685,17,1,0,1,4,0,3,3,3,2,21,F
686,17,3,3,1,3,0,3,3,3,2,6,F
687,16,5,4,1,3,0,4,2,4,4,11,F
688,17,3,2,2,3,0,5,3,5,5,10,M
689,15,3,4,2,2,0,4,3,2,2,1,M
690,16,1,2,2,2,0,4,4,1,2,2,F
691,16,5,3,1,2,0,5,4,3,4,0,M
692,17,3,2,1,2,0,4,3,3,6,12,M
693,16,5,4,1,1,0,4,3,2,3,4,F
694,16,2,3,3,2,0,5,4,2,4,2,M
695,16,4,3,2,2,0,5,3,5,6,4,M
696,14,1,2,2,3,0,5,3,1,3,0,M
697,17,4,3,0,1,0,4,4,2,3,3,F
698,14,5,5,1,2,0,4,3,4,2,0,M
699,16,6,5,2,2,0,5,4,2,5,1,M
700,16,5,4,0,2,0,4,3,3,3,5,F
701,16,3,2,1,2,0,5,3,4,5,2,M
702,15,2,4,3,2,0,4,3,2,0,5,F
703,16,3,4,3,3,0,3,2,2,0,6,F
704,16,4,3,1,3,0,5,3,2,3,13,F
705,17,3,3,2,3,0,4,4,2,3,2,F
706,17,4,4,3,1,2,4,4,3,3,5,M
707,16,2,3,2,2,0,5,3,3,4,3,M
708,17,2,2,2,2,0,4,4,3,3,2,F
709,18,0,2,4,3,2,3,2,3,3,16,F
710,16,3,3,0,2,0,3,3,2,2,0,F
711,16,5,4,1,2,0,5,3,3,3,5,M
712,18,0,0,2,2,0,4,4,2,3,13,M
713,15,4,4,1,1,0,4,2,2,3,0,F
714,16,1,2,1,3,0,3,3,3,1,6,F
715,16,1,3,1,0,0,4,4,1,3,1,M
716,17,4,3,1,1,0,4,4,3,4,1,F
717,17,0,1,3,2,0,5,4,3,4,4,M
718,19,2,1,0,3,0,1,4,3,1,4,F
719,15,5,4,1,3,0,5,2,2,3,3,F
720,17,5,3,2,2,0,4,4,2,3,2,M
721,17,5,4,2,1,0,5,4,2,4,2,M
722,16,5,4,1,1,0,5,4,3,4,0,M
723,17,3,3,1,2,0,4,4,4,4,3,M
724,16,2,2,2,2,0,4,3,2,3,0,F
725,16,5,3,0,1,0,4,4,3,5,0,M
726,14,4,4,1,3,0,5,2,3,4,3,F
727,15,4,3,1,2,0,5,3,2,4,0,M
728,16,4,3,1,2,0,4,4,4,4,1,M
729,15,4,5,3,2,0,4,3,3,2,3,M
730,17,4,3,2,1,0,4,5,4,3,6,M
731,16,4,3,1,2,0,4,3,5,3,1,F
732,17,1,1,2,3,0,5,3,5,5,37,M
733,17,3,2,2,2,0,5,4,5,6,24,M
734,15,5,5,1,3,0,4,2,3,3,12,F
735,16,6,4,0,1,0,4,3,3,4,5,F
736,17,2,3,2,3,0,3,3,4,1,3,F
737,15,4,4,2,3,0,5,3,4,4,6,M
738,17,3,3,1,1,0,5,4,3,3,4,M
739,16,5,3,1,1,0,4,4,4,5,4,M
740,15,4,4,2,3,0,4,3,2,4,10,M
741,18,3,2,0,1,0,3,4,3,4,1,M
742,17,2,2,0,3,0,2,3,2,0,2,F
743,16,1,2,2,2,0,4,4,1,2,3,M
744,17,4,3,0,3,0,4,4,2,2,14,F
745,17,3,2,1,3,0,3,3,4,3,1,F
746,15,3,3,1,3,0,4,2,3,4,18,M
747,16,2,2,2,3,0,5,3,5,4,10,F
748,16,4,3,0,2,0,4,3,4,4,10,F
749,16,1,2,2,2,0,4,3,2,4,2,F
750,17,5,3,0,1,0,4,4,3,4,2,M
751,17,3,3,0,0,0,4,3,1,3,12,F
752,19,1,0,1,3,0,3,4,6,6,26,M
753,16,5,4,0,1,0,5,4,4,3,10,F
754,16,3,2,1,1,0,5,4,3,5,0,M
755,16,2,3,2,2,0,5,3,3,3,3,M
756,15,2,2,0,3,0,4,2,1,3,7,F
757,14,2,4,3,4,0,5,3,3,2,1,M
758,17,3,3,3,2,0,5,4,3,3,4,M
759,16,2,3,2,2,0,5,4,1,2,2,M
760,16,4,3,0,3,0,4,3,3,2,0,F
761,16,3,3,2,2,0,5,3,3,4,9,M
762,16,4,3,1,2,0,5,3,3,3,3,F
763,16,3,2,0,4,0,3,2,2,3,0,F
764,16,3,3,2,2,0,5,3,4,4,18,M
765,19,0,0,3,2,0,4,4,2,4,5,M
766,16,3,3,1,2,0,5,3,2,4,8,M
767,15,3,3,1,3,0,4,3,4,3,2,F
768,17,3,1,2,2,0,5,5,4,6,0,M
769,16,4,4,2,2,0,5,3,2,5,12,M
770,15,4,3,1,1,0,5,4,4,4,1,M
771,16,6,5,0,1,0,5,4,1,2,1,M
772,16,2,3,2,3,0,3,3,2,2,2,F
773,13,3,3,1,2,0,4,2,2,2,0,F
774,15,6,5,1,2,0,5,3,4,4,15,M
775,16,4,4,2,3,0,5,3,4,4,14,M
776,18,1,2,0,2,0,3,4,3,2,9,M
777,15,1,2,1,3,0,4,2,2,2,0,F
778,16,5,3,1,2,0,5,3,2,6,15,F
779,16,3,2,1,3,0,3,2,2,2,11,F
780,17,4,4,0,2,0,4,3,4,4,10,M
781,17,3,3,1,1,0,4,4,2,3,2,M
782,15,5,4,0,4,0,3,2,2,2,0,F
783,16,6,4,0,2,0,5,4,3,3,1,M
784,17,3,2,2,3,0,3,5,3,4,2,M
785,16,6,3,1,3,0,4,3,4,4,0,F
786,16,3,3,2,2,0,5,4,3,5,0,M
787,16,4,3,1,2,0,5,4,2,4,1,M
788,17,3,2,2,2,0,4,3,3,3,8,F
789,19,0,0,2,3,0,3,4,3,3,18,M
790,15,6,5,1,2,0,4,2,3,2,7,F
791,17,0,2,2,3,0,4,3,3,2,5,F
792,18,1,2,0,4,0,2,3,3,0,8,F
793,16,2,2,1,1,0,4,3,2,4,1,M
794,17,2,2,0,2,0,4,3,4,4,16,F
795,17,5,3,1,1,0,5,4,3,3,1,M
796,15,4,3,1,3,0,5,3,4,5,0,M
797,15,3,3,2,3,0,5,3,4,6,18,M
798,18,3,2,0,3,0,3,3,3,3,5,F
799,17,2,3,1,3,0,3,3,3,0,4,F
800,16,4,2,1,2,0,3,3,1,2,10,F
801,16,5,3,2,2,0,5,4,3,5,8,M
802,15,4,3,1,2,0,4,3,1,2,1,F
803,16,1,2,1,2,0,4,3,3,5,9,M
804,16,5,3,1,1,0,5,3,4,6,0,M
805,17,2,2,2,3,0,4,2,5,4,6,F
806,19,3,2,1,2,0,3,4,3,3,11,M
807,16,6,4,2,3,0,4,2,5,4,5,F
808,16,0,2,1,2,0,4,3,1,2,6,M
809,18,6,3,0,1,0,5,4,4,4,2,M
810,17,3,3,1,1,0,5,3,3,5,17,M
811,17,6,4,0,2,0,4,3,3,3,3,F
812,16,5,4,1,1,0,5,3,3,4,0,M
813,16,2,3,1,3,0,4,2,4,2,0,F
814,17,2,1,2,1,0,5,4,4,5,1,M
815,16,3,3,2,2,0,5,3,4,3,2,M
816,19,1,0,0,2,0,3,5,4,3,6,M
817,17,4,3,1,3,0,3,3,4,3,10,M
818,15,6,4,0,2,0,4,3,4,3,0,F
819,15,4,4,1,1,0,4,3,4,3,0,M
820,17,5,5,0,1,0,3,3,3,2,3,F
821,17,2,1,2,3,0,4,3,4,5,5,F
822,16,4,3,1,2,0,5,4,3,4,1,M
823,17,2,3,1,2,0,3,4,3,2,1,F
824,16,3,4,1,2,0,4,3,3,3,4,F
825,17,2,2,2,2,0,4,3,5,4,2,M
826,19,2,1,1,2,0,4,4,2,3,9,M
827,16,2,3,2,3,0,5,3,3,3,9,M
828,16,4,4,2,2,0,5,3,4,4,2,M
829,18,3,3,0,3,0,4,4,4,4,13,M
830,17,4,3,1,2,0,5,3,4,5,11,F
831,16,5,5,1,2,0,5,3,2,4,3,F
832,14,2,3,2,4,0,5,2,3,3,1,F
833,16,4,2,1,2,0,4,3,1,3,14,F
834,17,2,3,1,1,0,4,3,4,4,5,M
835,15,6,5,1,2,0,5,3,3,3,0,M
836,14,5,5,1,2,0,4,3,1,2,0,F
837,16,5,5,1,1,0,5,4,3,3,2,F
838,16,0,2,2,2,0,4,3,1,1,5,F
839,16,5,3,0,1,0,5,4,2,3,0,F
840,17,3,2,0,2,0,4,3,3,4,0,F
841,17,5,2,0,2,0,4,4,4,5,6,F
842,15,6,5,1,3,0,4,4,2,1,4,F
843,17,3,3,3,2,0,4,3,3,4,11,F
844,17,4,3,1,2,0,4,3,5,5,8,F
845,17,3,2,1,2,0,4,4,4,3,1,M
846,16,0,1,2,2,0,4,3,3,3,11,M
847,16,3,2,2,2,0,4,4,4,5,0,M
848,16,4,3,1,1,0,5,4,3,2,3,M
849,15,2,2,1,3,0,3,3,2,3,0,M
850,18,1,2,1,2,0,5,5,4,2,6,M
851,17,6,4,0,1,0,4,4,3,3,0,F
852,18,1,1,0,2,0,2,4,1,0,2,F
853,14,5,5,0,2,0,5,3,4,3,0,M
854,17,5,4,2,1,0,5,3,4,4,2,M
855,14,3,3,2,2,0,5,3,3,4,0,M
856,17,5,3,1,2,0,5,4,4,4,4,M
857,17,2,1,1,2,0,4,4,4,3,6,F
858,16,5,4,2,1,0,3,3,2,2,2,F
859,18,2,2,2,4,0,4,3,5,2,4,F
860,17,2,1,1,0,0,4,5,3,5,1,M
861,16,5,4,1,1,0,5,4,3,4,0,M
862,16,4,4,3,3,0,4,2,4,4,4,F
863,16,5,3,0,2,0,3,3,2,3,1,F
864,17,3,2,2,2,0,5,4,3,6,5,M
865,16,5,4,0,2,0,5,3,3,4,9,F
866,17,2,2,0,2,0,3,3,1,2,2,F
867,17,5,4,0,2,0,3,3,3,3,2,F
868,16,4,3,1,0,0,6,4,2,5,11,M
869,16,5,3,1,3,0,4,3,4,4,10,F
870,17,2,3,1,2,0,3,4,3,1,2,M
871,15,4,3,1,4,0,4,2,4,3,10,F
872,16,4,2,0,4,0,4,2,3,4,9,F
873,18,1,1,1,3,0,4,3,5,3,5,F
874,16,4,2,1,2,0,5,3,5,5,0,F
875,16,0,1,2,2,0,4,3,2,2,4,M
876,16,2,2,1,3,0,3,2,4,3,3,M
877,16,5,4,1,2,0,4,4,2,3,1,M
878,18,3,2,1,1,0,4,5,0,3,7,M
879,18,3,3,1,1,0,4,4,3,1,4,F
880,18,3,2,1,2,0,4,4,3,6,8,M
881,16,5,3,1,4,0,2,3,4,2,2,F
882,14,2,3,1,3,0,5,3,3,3,1,M
883,17,2,2,2,3,0,5,3,5,4,13,M
884,17,2,3,0,2,0,4,3,2,2,5,F
885,16,5,4,2,1,0,5,4,2,4,2,M
886,16,2,1,0,3,0,2,3,2,2,2,F
887,16,4,2,1,1,0,4,4,4,5,0,M
888,17,2,3,0,1,0,4,4,3,3,2,M
889,17,1,3,2,3,0,5,2,5,3,11,F
890,17,0,1,2,2,0,4,4,4,4,2,F
891,16,3,3,2,2,0,4,3,4,5,11,M
892,15,3,4,1,2,0,5,2,3,4,2,F
893,15,3,3,1,2,0,5,3,2,3,0,F
894,16,4,3,1,2,0,5,3,3,5,4,M
895,15,6,5,0,2,0,4,3,3,2,1,F
896,15,4,4,2,2,0,5,4,3,3,2,M
897,15,4,4,1,3,0,4,2,3,3,13,F
898,17,4,2,0,2,0,5,4,4,6,13,M
899,17,3,1,1,1,0,5,4,3,7,16,M
900,16,4,4,1,3,0,4,3,2,3,15,F
901,17,4,3,0,2,0,3,3,3,3,2,F
902,17,4,2,1,2,0,4,4,3,5,3,M
903,16,7,5,1,1,0,5,3,3,4,1,M
904,17,5,2,0,1,0,3,4,3,2,2,F
905,16,4,3,2,2,0,5,4,3,5,0,M
906,17,2,2,1,3,0,4,2,6,5,24,F
907,15,3,3,1,1,0,5,3,2,2,1,F
908,17,2,3,1,1,0,4,4,3,2,4,M
909,18,5,3,0,2,0,3,4,4,3,2,M
910,18,0,0,3,2,0,4,4,3,3,5,F
911,18,4,3,1,2,0,3,3,4,5,2,F
912,18,1,1,0,3,0,2,2,4,3,23,F
913,14,4,3,2,2,0,5,3,3,4,2,M
914,17,2,2,3,3,0,5,4,3,5,10,M
915,16,2,2,2,2,0,5,4,4,3,15,M
916,15,5,4,2,2,0,5,3,3,4,0,M
917,16,7,6,0,2,0,4,3,2,2,1,F
918,16,3,3,2,2,0,5,3,3,4,3,M
919,18,0,1,3,3,0,5,4,4,4,5,M
920,16,4,3,0,1,0,4,4,3,4,1,M
921,14,6,5,1,2,0,4,2,3,2,0,F
922,18,2,2,0,3,0,2,4,2,1,6,F
923,15,3,3,1,2,0,5,4,2,3,0,M
924,15,4,3,0,3,0,4,2,3,4,7,F
925,15,5,5,2,2,0,4,4,3,1,1,M
926,14,0,2,4,2,0,5,2,2,2,4,F
927,17,4,3,1,4,0,4,3,4,5,14,F
928,15,4,3,2,3,0,5,2,3,5,17,M
929,17,3,2,1,3,0,4,2,4,5,19,F
930,18,3,2,1,2,0,4,4,4,6,5,M
931,15,5,6,1,2,0,4,3,3,2,2,M
932,18,1,1,1,2,0,3,4,4,3,1,M
933,18,3,2,0,1,0,3,4,0,2,4,F
934,15,5,5,1,3,0,3,2,2,2,2,F
935,17,3,2,2,3,0,4,2,5,5,1,F
936,17,1,1,1,3,0,4,3,4,5,10,M
937,16,4,4,1,2,0,4,3,4,3,2,M
938,16,3,4,1,2,0,4,4,2,4,11,M
939,16,4,3,2,3,0,4,3,5,4,1,F
940,18,4,3,2,1,0,5,3,3,3,5,F
941,16,4,3,3,2,0,5,4,2,4,1,M
942,16,5,5,0,1,0,4,3,4,3,7,M
943,16,1,2,3,3,0,4,3,2,4,2,M
944,18,2,2,0,1,0,4,4,3,3,3,M
945,17,4,3,1,1,0,4,4,1,2,4,F
946,16,4,4,2,2,0,5,3,3,4,15,M
947,16,2,3,2,3,0,4,2,4,3,10,F
948,17,3,2,2,2,0,5,4,4,4,1,M
949,16,4,2,0,2,0,4,3,5,4,0,F
950,16,3,4,1,2,0,4,3,2,3,4,F
951,17,2,1,2,2,0,4,5,4,5,2,M
952,17,4,3,3,2,0,4,4,4,4,3,M
953,18,3,2,1,2,0,4,4,5,4,1,M
954,15,5,4,1,1,0,4,3,1,4,0,M
955,15,3,5,2,2,0,4,3,3,3,1,F
956,14,7,6,0,1,0,5,3,3,4,0,F
957,16,5,3,1,3,0,4,2,4,4,4,F
958,18,3,2,2,2,0,5,5,3,4,2,M
959,15,4,3,0,4,0,3,2,3,3,0,F
960,14,4,4,2,4,0,5,2,2,3,3,F
961,17,4,2,1,3,0,3,3,5,4,1,F
962,17,5,4,1,1,0,4,4,2,4,6,M
963,18,1,1,2,2,0,4,4,6,5,14,M
964,17,4,3,2,2,0,5,3,4,5,12,M
965,17,2,2,1,2,0,4,3,5,5,7,M
966,15,4,3,0,1,0,4,3,2,5,0,M
967,16,3,4,2,1,0,4,3,2,3,2,F
968,15,3,4,2,2,0,5,3,2,5,9,M
969,17,3,3,0,2,0,4,4,3,4,3,M
970,15,2,2,1,4,0,4,2,3,3,13,F
971,18,2,1,3,3,0,3,4,4,5,1,F
972,18,4,3,1,2,0,4,4,4,2,3,M
973,18,1,1,1,1,0,4,4,3,5,9,M
974,17,5,2,1,2,0,4,5,4,6,3,M
975,17,1,2,2,2,0,5,4,1,5,9,M
976,18,2,1,1,2,0,3,4,4,3,6,F
977,17,4,2,2,3,0,3,2,5,4,5,F
978,17,3,2,0,0,0,4,5,2,4,0,M
979,17,3,3,3,2,0,4,4,3,2,4,M
980,15,3,3,1,3,0,5,2,4,4,0,F
981,17,5,3,0,3,0,3,3,4,4,0,F
982,15,4,4,1,3,0,4,3,2,1,0,F
983,17,4,3,1,3,0,4,3,5,2,2,F
984,16,3,3,1,2,0,4,3,5,6,6,M
985,15,6,5,0,2,0,4,3,2,3,1,F
986,16,1,2,2,2,0,4,3,2,2,2,F
987,17,4,2,1,3,0,5,3,4,3,9,F
988,16,4,3,1,2,0,5,4,4,5,1,M
989,17,2,2,0,3,0,4,3,3,4,12,F
990,17,1,2,2,3,0,4,2,4,3,7,F
991,17,3,3,1,3,0,4,3,5,4,7,F
992,15,5,4,1,2,0,5,3,4,5,0,M
993,16,1,2,1,3,0,3,3,2,3,10,F
994,16,0,2,3,4,0,4,2,4,2,4,F
995,17,4,2,1,2,0,4,3,3,4,12,M
996,16,4,3,1,2,0,5,3,4,5,4,M
997,15,6,5,0,2,0,5,3,3,4,0,F
998,18,4,2,1,2,0,4,3,4,5,16,M
999,17,3,3,1,2,0,2,4,2,2,2,M
1000,18,4,2,2,3,0,4,3,5,5,12,F
